source_desc,county_ansi,asd_desc,load_time,commodity_desc,prodn_practice_desc,asd_code,reference_period_desc,util_practice_desc,country_code,week_ending,year,unit_desc,sector_desc,location_desc,Value,domain_desc,state_fips_code,end_code,state_name,freq_desc,group_desc,class_desc,state_ansi,watershed_desc,zip_5,agg_level_desc,congr_district_code,county_name,region_desc,CV (%),statisticcat_desc,state_alpha,county_code,domaincat_desc,short_desc,country_name,watershed_code,begin_code,error
CENSUS,,,2015-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,98.9,SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA EXEMPT),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,"POULTRY, OTHER",ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(H),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,"POULTRY, OTHER",ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(H),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,48.1,SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,47.9,SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2015-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,BROILERS,23.0,,,STATE,,,,43.3,SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2015-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,LAYERS,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2015-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,"POULTRY, OTHER",ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2015-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2015-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,98.9,SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2016-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2016-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,BROILERS,23.0,,,STATE,,,,15.1,SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2016-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2016-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,LAYERS,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2016-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2016-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2016-01-31 00:00:00.000,"POULTRY, OTHER",ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2016-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,37.3,SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2016-01-31 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2016-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,35.7,SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,BROILERS,23.0,,,STATE,,,,37.7,SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,LAYERS,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,"POULTRY, OTHER",ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(D),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,MAINE,,ORGANIC STATUS,23.0,0.0,MAINE,ANNUAL,POULTRY,ALL CLASSES,23.0,,,STATE,,,,(H),SALES,ME,,ORGANIC STATUS: (NOP USDA CERTIFIED),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2012-12-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2011-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,BROILERS,24.0,,,STATE,,,,,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2012-12-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2011-01-01,$,ANIMALS & PRODUCTS,MARYLAND,434.0,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,LAYERS,24.0,,,STATE,,,,,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2012-12-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2011-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2012-12-31 00:00:00.000,"POULTRY, OTHER",ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2011-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2012-12-31 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2011-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,BROILERS,24.0,,,STATE,,,,49.5,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,BROILERS,24.0,,,STATE,,,,50.9,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,LAYERS,24.0,,,STATE,,,,93.4,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,LAYERS,24.0,,,STATE,,,,95.4,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,98.9,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA EXEMPT),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,"POULTRY, OTHER",ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(H),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,"POULTRY, OTHER",ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(H),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"POULTRY, OTHER, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2015-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,BROILERS,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2015-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,LAYERS,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2015-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2015-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2016-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2016-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,BROILERS,24.0,,,STATE,,,,15.1,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2016-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2016-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,LAYERS,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2016-01-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2016-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,20.1,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2016-01-31 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2016-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,35.7,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,BROILERS,24.0,,,STATE,,,,37.7,SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,LAYERS,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2018-02-01 00:00:00.000,TURKEYS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2019-01-01,$,ANIMALS & PRODUCTS,MARYLAND,,ORGANIC STATUS,24.0,0.0,MARYLAND,ANNUAL,POULTRY,ALL CLASSES,24.0,,,STATE,,,,(D),SALES,MD,,ORGANIC STATUS: (NOP USDA CERTIFIED),"TURKEYS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2012-12-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2011-01-01,$,ANIMALS & PRODUCTS,MASSACHUSETTS,,ORGANIC STATUS,25.0,0.0,MASSACHUSETTS,ANNUAL,POULTRY,BROILERS,25.0,,,STATE,,,,,SALES,MA,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2012-12-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2011-01-01,$,ANIMALS & PRODUCTS,MASSACHUSETTS,,ORGANIC STATUS,25.0,0.0,MASSACHUSETTS,ANNUAL,POULTRY,LAYERS,25.0,,,STATE,,,,,SALES,MA,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2012-12-31 00:00:00.000,EGGS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2011-01-01,$,ANIMALS & PRODUCTS,MASSACHUSETTS,,ORGANIC STATUS,25.0,0.0,MASSACHUSETTS,ANNUAL,POULTRY,ALL CLASSES,25.0,,,STATE,,,,,SALES,MA,,ORGANIC STATUS: (NOP USDA CERTIFIED),"EGGS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MASSACHUSETTS,,ORGANIC STATUS,25.0,0.0,MASSACHUSETTS,ANNUAL,POULTRY,BROILERS,25.0,,,STATE,,,,49.5,SALES,MA,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MASSACHUSETTS,,ORGANIC STATUS,25.0,0.0,MASSACHUSETTS,ANNUAL,POULTRY,BROILERS,25.0,,,STATE,,,,50.9,SALES,MA,,ORGANIC STATUS: (NOP USDA CERTIFIED),"CHICKENS, BROILERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
CENSUS,,,2015-01-31 00:00:00.000,CHICKENS,ORGANIC,,YEAR,ALL UTILIZATION PRACTICES,9000.0,,2014-01-01,$,ANIMALS & PRODUCTS,MASSACHUSETTS,,ORGANIC STATUS,25.0,0.0,MASSACHUSETTS,ANNUAL,POULTRY,LAYERS,25.0,,,STATE,,,,93.4,SALES,MA,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"CHICKENS, LAYERS, ORGANIC - SALES, MEASURED IN $",UNITED STATES,0.0,0.0,
